manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_type,body_type,drivetrain,price_usd,reliability
Mitsubishi,Pajero,automatic,black,142300,2011,gasoline,gasoline,suv,all,20999,1.58
Mitsubishi,L400,mechanical,white,383000,2000,diesel,diesel,minibus,rear,3200,2.36
Mitsubishi,Carisma,automatic,blue,360000,2000,gasoline,gasoline,hatchback,front,2500,0.25
Mitsubishi,ASX,automatic,red,122000,2013,gasoline,gasoline,suv,all,13500,1.82
Mitsubishi,Lancer,mechanical,white,1000,2001,gasoline,gasoline,sedan,all,8500,3.16
Mitsubishi,ASX,mechanical,grey,131000,2012,gasoline,gasoline,suv,front,11600,4.16
Mitsubishi,L300,mechanical,other,300000,1991,diesel,diesel,minivan,rear,800,1.30
Mitsubishi,Lancer,mechanical,grey,85000,2008,gasoline,gasoline,sedan,front,7000,4.24
Mitsubishi,Pajero,automatic,green,350000,2002,diesel,diesel,suv,all,8500,1.63
Mitsubishi,Outlander,automatic,grey,190000,2007,gasoline,gasoline,suv,front,7900,4.55
Mitsubishi,Colt,mechanical,red,300000,1993,gasoline,gasoline,hatchback,front,850,2.29
Mitsubishi,Galant,automatic,silver,243011,2005,gas,gasoline,sedan,front,5000,1.51
Mitsubishi,Galant,mechanical,red,300000,1993,gasoline,gasoline,sedan,front,1450,1.72
Mitsubishi,Pajero,automatic,green,300000,2000,gasoline,gasoline,suv,all,7700,4.77
Mitsubishi,Pajero,automatic,green,300000,2000,gasoline,gasoline,suv,all,7700,2.07
Mitsubishi,Pajero,automatic,brown,250000,2007,diesel,diesel,suv,all,13900,4.09
Mitsubishi,Lancer,mechanical,grey,240000,1988,gasoline,gasoline,sedan,front,1500,0.19
Mitsubishi,Space Star,mechanical,red,140000,2003,gasoline,gasoline,minivan,front,3400,0.60
Mitsubishi,Colt,mechanical,silver,213000,2007,gasoline,gasoline,hatchback,front,3600,1.46
Mitsubishi,Grandis,automatic,blue,300000,2007,gas,gasoline,minivan,front,5900,3.77
Mitsubishi,Colt,mechanical,black,150000,2007,gasoline,gasoline,universal,front,3900,1.83
Mitsubishi,Colt,mechanical,silver,320000,1998,gasoline,gasoline,hatchback,front,1350,1.40
Mitsubishi,Lancer,automatic,red,221000,2008,gasoline,gasoline,sedan,front,7800,1.75
Mitsubishi,Outlander,automatic,grey,250000,2008,gasoline,gasoline,suv,all,8500,1.77
Mitsubishi,Pajero,mechanical,green,400000,1999,gasoline,gasoline,suv,all,4500,3.97
Mitsubishi,Space Star,mechanical,grey,250000,2003,gasoline,gasoline,minivan,front,3200,0.57
Mitsubishi,Space Wagon,mechanical,blue,235590,1994,gasoline,gasoline,minivan,front,1500,2.97
Mitsubishi,Outlander,automatic,silver,84053,2014,gasoline,gasoline,suv,all,17500,4.07
Mitsubishi,Galant,automatic,grey,341181,2003,gas,gasoline,sedan,front,4500,0.68
Mitsubishi,Lancer,mechanical,silver,245750,2004,gasoline,gasoline,universal,front,5200,3.71
Mitsubishi,Lancer,automatic,silver,240000,2001,gasoline,gasoline,sedan,front,2608.37,0.37
Mitsubishi,Galant,automatic,black,270389,2000,gasoline,gasoline,sedan,front,2590,4.09
Mitsubishi,Outlander,automatic,white,354056,2004,gasoline,gasoline,suv,front,4850,2.62
Mitsubishi,Eclipse,mechanical,grey,250000,2001,gasoline,gasoline,hatchback,front,4000,1.67
Mitsubishi,Colt,mechanical,other,97900,2009,gasoline,gasoline,hatchback,front,6700,3.73
Mitsubishi,Outlander,automatic,white,89000,2013,gasoline,gasoline,suv,front,15450,3.76
Mitsubishi,Colt,mechanical,white,301780,1991,gasoline,gasoline,hatchback,front,650,0.45
Mitsubishi,ASX,automatic,black,80000,2013,gasoline,gasoline,suv,front,14050,1.20
Mitsubishi,Space Star,mechanical,silver,294000,1999,gasoline,gasoline,hatchback,front,2850,0.73
Mitsubishi,Lancer,automatic,grey,210000,2002,gasoline,gasoline,sedan,front,2850,0.12
Mitsubishi,Space Star,mechanical,green,310000,1998,gasoline,gasoline,minivan,front,2850,2.17
Mitsubishi,Galant,mechanical,other,350000,1992,gasoline,gasoline,hatchback,front,750,4.42
Mitsubishi,ASX,automatic,black,108000,2014,gasoline,gasoline,suv,front,12500,4.56
Mitsubishi,Pajero,automatic,silver,300000,2001,gasoline,gasoline,suv,all,6000,1.21
Mitsubishi,Colt,mechanical,black,386021,1992,gasoline,gasoline,hatchback,front,600,3.54
Mitsubishi,Space Wagon,mechanical,green,420000,1996,diesel,diesel,minivan,front,990,3.72
Mitsubishi,Lancer,automatic,silver,203683,2006,gasoline,gasoline,sedan,front,3750,3.96
Mitsubishi,Lancer,mechanical,red,218000,2008,gasoline,gasoline,sedan,front,3698,1.76
Mitsubishi,Lancer,mechanical,other,213000,2006,gasoline,gasoline,sedan,front,3000,2.77
Mitsubishi,Galant,automatic,grey,180964,2002,gasoline,gasoline,sedan,front,3700,3.90
Mitsubishi,Pajero,mechanical,red,250000,1993,diesel,diesel,suv,all,4500,4.45
Mitsubishi,Outlander,mechanical,black,300000,2007,diesel,diesel,suv,all,11000,3.38
Mitsubishi,Galant,mechanical,white,316000,1992,gasoline,gasoline,hatchback,front,700,4.48
Mitsubishi,Outlander,automatic,green,240000,2004,gasoline,gasoline,suv,all,4100,0.24
Mitsubishi,ASX,automatic,silver,150000,2011,gasoline,gasoline,suv,front,9800,2.79
Mitsubishi,Carisma,mechanical,silver,350000,1998,diesel,diesel,liftback,front,1300,4.50
Mitsubishi,Eclipse,mechanical,grey,201168,2003,gasoline,gasoline,coupe,front,5000,0.30
Mitsubishi,Lancer,mechanical,red,275000,1996,gasoline,gasoline,sedan,front,550,4.02
Mitsubishi,Lancer,mechanical,red,227000,1998,gas,gasoline,universal,front,1900,4.75
Mitsubishi,Outlander,mechanical,black,196984,2005,gasoline,gasoline,suv,front,6150,4.06
Mitsubishi,Lancer,automatic,other,180000,2008,gasoline,gasoline,sedan,front,6350,3.03
Mitsubishi,Space Wagon,mechanical,red,300000,2000,diesel,diesel,minivan,front,3500,4.94
Mitsubishi,Galant,automatic,blue,305,2001,gasoline,gasoline,sedan,front,2299,3.46
Mitsubishi,Space Star,mechanical,black,266800,2003,diesel,diesel,minivan,front,2925,4.49
Mitsubishi,Carisma,mechanical,silver,300000,1997,diesel,diesel,sedan,front,1000,1.36
Mitsubishi,Lancer,automatic,silver,130000,2008,gasoline,gasoline,sedan,front,7500,1.12
Mitsubishi,Colt,mechanical,red,110000,2008,gasoline,gasoline,hatchback,front,4900,4.09
Mitsubishi,Space Wagon,mechanical,blue,336000,2000,diesel,diesel,minivan,front,1500,2.48
Mitsubishi,Carisma,mechanical,silver,300000,1997,gasoline,gasoline,hatchback,front,1500,2.28
Mitsubishi,Pajero,automatic,green,280000,2001,diesel,diesel,suv,all,5000,3.86
Mitsubishi,Galant,mechanical,blue,340000,1997,gas,gasoline,universal,front,2650,3.39
Mitsubishi,Lancer,mechanical,black,170000,2008,gasoline,gasoline,sedan,front,7200,1.63
Mitsubishi,Montero,automatic,black,276807,2001,diesel,diesel,suv,all,6300,3.84
Mitsubishi,Carisma,mechanical,red,300000,1998,gasoline,gasoline,hatchback,front,700,1.38
Mitsubishi,3000GT,mechanical,black,120000,1993,gasoline,gasoline,coupe,all,7000,2.63
Mitsubishi,Outlander,mechanical,grey,251000,2008,diesel,diesel,suv,all,10500,4.42
Mitsubishi,ASX,automatic,black,80000,2012,gasoline,gasoline,suv,front,12000,3.84
Mitsubishi,Lancer,mechanical,black,230000,2007,gasoline,gasoline,sedan,front,1200,4.24
Mitsubishi,Lancer,mechanical,red,301609,1995,gasoline,gasoline,sedan,front,650,3.05
Mitsubishi,Space Star,mechanical,white,230000,1999,gasoline,gasoline,minivan,front,1896.99,4.47
Mitsubishi,Carisma,mechanical,other,280000,1999,diesel,diesel,liftback,front,2000,1.90
Mitsubishi,Outlander,automatic,silver,150000,2011,gasoline,gasoline,suv,front,9800,3.12
Mitsubishi,Outlander,automatic,white,144000,2014,gasoline,gasoline,suv,all,16390,3.82
Mitsubishi,Carisma,mechanical,other,300000,1996,diesel,diesel,hatchback,front,1700,2.25
Mitsubishi,Outlander,automatic,black,243000,2007,gasoline,gasoline,suv,all,8990,1.98
Mitsubishi,Carisma,mechanical,green,320000,2000,diesel,diesel,hatchback,front,2800,4.24
Mitsubishi,Lancer,mechanical,grey,300000,1992,gasoline,gasoline,hatchback,front,600,0.12
Mitsubishi,Montero,automatic,silver,120000,2000,gasoline,gasoline,suv,all,6700,4.31
Mitsubishi,Lancer,mechanical,silver,306000,1996,gasoline,gasoline,sedan,front,1500,4.02
Mitsubishi,Lancer,mechanical,red,267580,1993,gasoline,gasoline,sedan,front,500,2.15
Mitsubishi,Outlander,mechanical,silver,229000,2003,gasoline,gasoline,suv,all,4500,2.61
Mitsubishi,Outlander,automatic,silver,210000,2007,gasoline,gasoline,suv,all,9950,1.27
Mitsubishi,Pajero,automatic,black,121000,2011,gasoline,gasoline,suv,all,20000,1.98
Mitsubishi,Galant,mechanical,red,360000,1996,gasoline,gasoline,hatchback,front,500,4.17
Mitsubishi,Outlander,automatic,silver,103000,2014,gasoline,gasoline,suv,all,17500,2.16
Mitsubishi,Pajero Sport,automatic,silver,420000,2002,gas,gasoline,suv,all,5000,0.35
Mitsubishi,Space Wagon,mechanical,red,292000,1999,gasoline,gasoline,minivan,front,2655.79,1.92
Mitsubishi,Lancer,mechanical,silver,234000,2008,gasoline,gasoline,sedan,front,7150,2.41
Mitsubishi,Space Star,mechanical,silver,264000,1999,gasoline,gasoline,minivan,front,1555.53,0.62
Mitsubishi,3000GT,mechanical,black,200000,1996,gasoline,gasoline,coupe,front,6000,2.98
Mitsubishi,Lancer,mechanical,red,91733,2003,gasoline,gasoline,sedan,front,4900,1.51
Mitsubishi,Outlander,automatic,black,40000,2014,gasoline,gasoline,suv,all,17300,1.81
Mitsubishi,Carisma,mechanical,red,300000,2000,gasoline,gasoline,hatchback,front,2000,2.63
Mitsubishi,Galant,mechanical,other,154497,2006,gasoline,gasoline,sedan,front,7400,1.43
Mitsubishi,Eclipse,automatic,silver,198000,2001,gasoline,gasoline,coupe,front,3950,0.88
Mitsubishi,Outlander,automatic,black,143300,2011,gasoline,gasoline,suv,all,13800,1.73
Mitsubishi,Outlander,mechanical,grey,156000,2004,gasoline,gasoline,suv,all,6500,0.24
Mitsubishi,Outlander,automatic,black,35000,2016,gasoline,gasoline,suv,all,23700,0.67
Mitsubishi,L200,mechanical,black,122600,2012,diesel,diesel,pickup,all,16499,4.37
Mitsubishi,Space Star,mechanical,silver,245000,2002,diesel,diesel,minivan,front,3800,2.99
Mitsubishi,Lancer,mechanical,red,300000,1995,gasoline,gasoline,sedan,front,1100,0.39
Mitsubishi,Outlander,automatic,grey,105000,2016,gasoline,gasoline,suv,all,19700,2.28
Mitsubishi,3000GT,mechanical,black,270000,1991,gasoline,gasoline,coupe,front,6999,4.22
Mitsubishi,Galant,mechanical,silver,500000,1990,diesel,diesel,sedan,front,430,2.90
Mitsubishi,3000GT,mechanical,red,170000,1994,gasoline,gasoline,coupe,front,5000,4.10
Mitsubishi,ASX,automatic,red,121000,2013,gasoline,gasoline,suv,all,13700,0.83
Mitsubishi,Pajero,mechanical,blue,195000,2008,diesel,diesel,suv,all,15600,0.22
Mitsubishi,Pajero,automatic,black,237000,2008,diesel,diesel,suv,all,17200,3.03
Mitsubishi,Lancer,mechanical,red,354450,1994,diesel,diesel,sedan,front,950,3.70
Mitsubishi,Lancer,automatic,black,237000,2007,gasoline,gasoline,sedan,front,5500,4.20
Mitsubishi,Carisma,automatic,silver,240000,2002,gasoline,gasoline,hatchback,front,3300,2.57
Mitsubishi,Colt,mechanical,grey,110000,2009,gasoline,gasoline,hatchback,front,4400,0.93
Mitsubishi,Galant,mechanical,silver,10,1995,gasoline,gasoline,sedan,front,1849.57,3.53
Mitsubishi,Lancer,mechanical,other,248358,1995,gasoline,gasoline,universal,front,700,1.24
Mitsubishi,Galant,automatic,black,321869,1999,gasoline,gasoline,sedan,front,4000,0.81
Mitsubishi,Space Star,mechanical,brown,355000,1998,gasoline,gasoline,hatchback,front,1100,2.16
Mitsubishi,Pajero,automatic,other,430000,2003,diesel,diesel,suv,all,8800,3.18
Mitsubishi,L200,automatic,black,255182,2013,diesel,diesel,pickup,all,14750,1.41
Mitsubishi,Lancer,automatic,grey,170000,2007,gasoline,gasoline,sedan,front,6699,2.87
Mitsubishi,Space Star,mechanical,blue,260000,2003,diesel,diesel,minivan,front,2999,0.18
Mitsubishi,Colt,mechanical,silver,171000,2007,gasoline,gasoline,hatchback,front,3999,4.98
Mitsubishi,Pajero,automatic,white,137300,2014,diesel,diesel,suv,all,27350,0.72
Mitsubishi,Lancer,automatic,silver,230,2003,gas,gasoline,sedan,front,3500,0.74
Mitsubishi,Colt,mechanical,blue,240000,2003,gasoline,gasoline,hatchback,front,1500,3.22
Mitsubishi,Lancer,mechanical,grey,159000,2008,gasoline,gasoline,sedan,front,7000,1.79
Mitsubishi,Colt,mechanical,black,155000,2010,gasoline,gasoline,hatchback,front,4500,1.40
Mitsubishi,Lancer,mechanical,green,280000,1996,gasoline,gasoline,sedan,front,1000,4.02
Mitsubishi,Galant,automatic,other,273588,1999,gasoline,gasoline,sedan,front,2350,4.03
Mitsubishi,Colt,mechanical,blue,230000,1996,gasoline,gasoline,hatchback,front,850,0.62
Mitsubishi,Lancer Evolution,mechanical,blue,78000,2008,gasoline,gasoline,sedan,all,15500,4.20
Mitsubishi,ASX,automatic,silver,129000,2011,gasoline,gasoline,suv,front,10999,4.81
Mitsubishi,Carisma,mechanical,silver,333333,1997,gasoline,gasoline,hatchback,front,2100,0.70
Mitsubishi,Carisma,mechanical,white,300000,1996,diesel,diesel,hatchback,front,1300,1.18
Mitsubishi,Space Star,mechanical,red,216000,2000,gasoline,gasoline,minivan,front,2500,0.12
Mitsubishi,Galant,mechanical,violet,285000,2000,diesel,diesel,universal,front,1100,1.10
Mitsubishi,Pajero,automatic,blue,274325,1994,gasoline,gasoline,suv,all,4000,0.17
Mitsubishi,Pajero,mechanical,blue,250000,1998,gasoline,gasoline,suv,all,2650,4.44
Mitsubishi,Space Star,mechanical,white,251000,1999,gasoline,gasoline,universal,front,1050,1.20
Mitsubishi,Galant,automatic,blue,247500,1997,gasoline,gasoline,sedan,front,1800,2.78
Mitsubishi,Space Star,mechanical,green,301700,2000,gasoline,gasoline,minivan,front,2399,4.83
Mitsubishi,Outlander,automatic,red,72800,2013,gasoline,gasoline,suv,all,15799,2.09
Mitsubishi,Outlander,automatic,silver,229167,2008,gasoline,gasoline,suv,all,9499,3.16
Mitsubishi,Outlander,automatic,black,180000,2008,gasoline,gasoline,suv,all,10800,3.72
Mitsubishi,Galant,automatic,grey,236000,2004,gasoline,gasoline,sedan,front,5500,1.08
Mitsubishi,Lancer,mechanical,white,265000,1991,gasoline,gasoline,hatchback,front,1100,4.33
Mitsubishi,Galant,automatic,silver,268000,1991,gasoline,gasoline,sedan,front,900.6,1.39
Mitsubishi,Outlander,automatic,silver,250000,2004,gasoline,gasoline,suv,all,6500,2.15
Mitsubishi,Space Star,mechanical,silver,1000,2000,gasoline,gasoline,universal,front,1000,2.13
Mitsubishi,Carisma,mechanical,silver,360000,1996,gasoline,gasoline,sedan,front,1600,4.30
Mitsubishi,Pajero,mechanical,red,325000,2001,diesel,diesel,suv,all,6200,4.72
Mitsubishi,Colt,mechanical,silver,360000,2002,gasoline,gasoline,hatchback,front,1500,3.74
Mitsubishi,Lancer,automatic,silver,418429,2005,gasoline,gasoline,sedan,front,2900,4.60
Mitsubishi,Galant,mechanical,green,236000,1996,diesel,diesel,sedan,front,890,3.49
Mitsubishi,Carisma,mechanical,silver,350000,1997,gasoline,gasoline,hatchback,front,1100,3.53
Mitsubishi,Space Runner,mechanical,green,350000,1997,diesel,diesel,minivan,front,1500,4.34
Mitsubishi,Colt,mechanical,red,300000,1993,gasoline,gasoline,hatchback,front,1500,3.63
Mitsubishi,Lancer,mechanical,blue,41593,1992,gasoline,gasoline,hatchback,front,450,4.88
Mitsubishi,Space Wagon,mechanical,grey,370000,1997,gasoline,gasoline,minivan,front,1350,1.82
Mitsubishi,Colt,mechanical,blue,300000,1993,gasoline,gasoline,hatchback,front,400,4.21
Mitsubishi,Lancer,mechanical,red,262000,2005,gasoline,gasoline,sedan,front,4999,2.10
Mitsubishi,ASX,automatic,red,223699,2011,gasoline,gasoline,suv,front,9000,0.23
Mitsubishi,Montero,automatic,white,347618,2001,gas,gasoline,suv,all,7200,1.07
Mitsubishi,Eclipse,automatic,red,431069,1998,gasoline,gasoline,coupe,front,3000,0.70
Mitsubishi,Pajero,automatic,green,233000,2000,diesel,diesel,suv,all,8250,4.94
Mitsubishi,Outlander,automatic,other,215000,2012,gasoline,gasoline,suv,all,13000,3.65
Mitsubishi,Galant,mechanical,grey,230000,1996,gasoline,gasoline,sedan,front,1000,4.14
Mitsubishi,Pajero,automatic,black,305000,2007,diesel,diesel,suv,rear,12800,1.31
Mitsubishi,Carisma,mechanical,black,342121,1997,diesel,diesel,hatchback,all,2200,0.97
Mitsubishi,Eclipse Cross,automatic,silver,31000,2018,gasoline,gasoline,suv,front,20866.93,2.32
Mitsubishi,Galant,mechanical,white,340000,1988,gasoline,gasoline,sedan,front,800,3.86
Mitsubishi,Pajero,automatic,violet,294000,2000,diesel,diesel,suv,all,7500,0.61
Mitsubishi,Galant,mechanical,green,340000,1998,gasoline,gasoline,sedan,front,2200,2.52
Mitsubishi,Galant,automatic,silver,357274,2003,gasoline,gasoline,sedan,front,3400,4.23
Mitsubishi,L200,automatic,black,150000,2008,diesel,diesel,pickup,all,11000,0.64
Mitsubishi,Galant,mechanical,silver,375162,1997,gas,gasoline,sedan,front,2039.27,2.13
Mitsubishi,Carisma,mechanical,black,350000,1998,gasoline,gasoline,sedan,front,1800,0.50
Mitsubishi,Galant,mechanical,other,450000,1993,gasoline,gasoline,hatchback,front,350,1.46
Mitsubishi,Colt,mechanical,red,250000,1996,gasoline,gasoline,hatchback,front,1500,1.73
Mitsubishi,L200,mechanical,black,335000,2007,diesel,diesel,pickup,all,8900,0.73
Mitsubishi,Lancer,mechanical,white,378000,1993,gasoline,gasoline,sedan,front,800,3.83
Mitsubishi,Colt,mechanical,black,189555,2007,gasoline,gasoline,hatchback,front,3600,4.54
Mitsubishi,Colt,mechanical,grey,350000,1997,gasoline,gasoline,hatchback,front,2300,0.44
Mitsubishi,ASX,automatic,silver,64000,2014,gasoline,gasoline,suv,front,14350,2.14
Mitsubishi,Space Star,mechanical,red,200000,2005,gasoline,gasoline,minivan,front,3999,1.84
Mitsubishi,Space Star,mechanical,silver,150000,2004,gasoline,gasoline,hatchback,front,3500,0.68
Mitsubishi,Lancer,automatic,silver,170000,2007,gasoline,gasoline,sedan,front,4400,2.10
Mitsubishi,Space Star,automatic,red,76000,2013,gasoline,gasoline,hatchback,front,7450,1.24
Mitsubishi,Galant,mechanical,blue,300000,1997,gasoline,gasoline,universal,front,2000,4.58
Mitsubishi,Colt,automatic,silver,56000,2008,gasoline,gasoline,hatchback,front,6000,3.13
Mitsubishi,Lancer,mechanical,grey,300000,2005,gasoline,gasoline,sedan,front,3600,2.64
Mitsubishi,Lancer,automatic,silver,190000,2008,gasoline,gasoline,sedan,front,7000,1.82
Mitsubishi,Pajero,mechanical,black,304000,2000,diesel,diesel,suv,all,7750,4.88
Mitsubishi,Lancer,mechanical,silver,250000,1995,gasoline,gasoline,sedan,front,1000,2.11
Mitsubishi,Colt,mechanical,red,1000000,1992,gasoline,gasoline,hatchback,front,790,0.23
Mitsubishi,Colt,mechanical,blue,1000000,1995,gasoline,gasoline,hatchback,front,600,3.19
Mitsubishi,Pajero Sport,mechanical,black,3000,2018,diesel,diesel,suv,all,28000,3.28
Mitsubishi,Galant,mechanical,silver,230000,1997,gasoline,gasoline,universal,front,2500,3.00
Mitsubishi,Galant,mechanical,blue,320000,1995,gasoline,gasoline,sedan,front,1000,3.00
Mitsubishi,Lancer,automatic,white,165000,2008,gasoline,gasoline,sedan,front,6800,0.89
Mitsubishi,Galant,mechanical,grey,280000,1993,diesel,diesel,sedan,front,600,2.06
Mitsubishi,Galant,automatic,black,250000,2007,gasoline,gasoline,sedan,front,7600,0.42
Mitsubishi,Galant,automatic,other,273588,2007,gasoline,gasoline,sedan,front,6499,2.41
Mitsubishi,Lancer,mechanical,silver,300000,1990,gasoline,gasoline,sedan,front,300,1.47
Mitsubishi,ASX,automatic,red,74000,2014,gasoline,gasoline,hatchback,front,13500,0.18
Mitsubishi,Space Wagon,mechanical,blue,396000,1998,diesel,diesel,minivan,front,2100,1.31
Mitsubishi,Carisma,mechanical,red,400000,1997,gasoline,gasoline,sedan,front,1400,2.23
Mitsubishi,Colt,mechanical,black,134000,2010,gasoline,gasoline,hatchback,front,5500,0.56
Mitsubishi,Pajero Sport,mechanical,blue,301000,2004,diesel,diesel,suv,all,8800,0.12
Mitsubishi,Lancer,mechanical,blue,300000,1995,gasoline,gasoline,sedan,front,1600,4.35
Mitsubishi,Space Wagon,mechanical,silver,200000,1993,diesel,diesel,minivan,front,2000,0.44
Mitsubishi,Pajero Sport,automatic,black,420000,2001,gasoline,gasoline,suv,all,5690.98,0.56
Mitsubishi,Space Star,mechanical,other,325000,2001,gasoline,gasoline,hatchback,front,3200,1.68
Mitsubishi,Carisma,mechanical,red,273000,1998,gasoline,gasoline,hatchback,front,1000,4.76
Mitsubishi,Colt,mechanical,brown,196333,2008,gasoline,gasoline,hatchback,front,4600,1.60
Mitsubishi,Grandis,automatic,black,215000,2008,gasoline,gasoline,minivan,front,8400,0.87
Mitsubishi,Space Runner,mechanical,black,275000,1993,gasoline,gasoline,minivan,front,700,2.37
Mitsubishi,Space Star,mechanical,blue,321000,1999,gasoline,gasoline,minivan,front,1892.25,3.28
Mitsubishi,Carisma,mechanical,red,200000,1999,gasoline,gasoline,sedan,front,2600,3.31
Mitsubishi,Galant,automatic,silver,315431,2002,gasoline,gasoline,sedan,front,3500,2.36
Mitsubishi,Pajero,mechanical,green,223400,1999,diesel,diesel,suv,all,6450,4.77
Mitsubishi,ASX,mechanical,grey,119000,2013,gasoline,gasoline,suv,front,10600,3.94
Mitsubishi,Galant,automatic,black,20000,1999,gasoline,gasoline,sedan,front,1000,1.50
Mitsubishi,Space Runner,mechanical,red,470000,1996,gasoline,gasoline,hatchback,front,1400,4.32
Mitsubishi,Lancer,automatic,blue,103000,2006,gasoline,gasoline,sedan,front,4950,1.20
Mitsubishi,Space Runner,mechanical,green,350000,1995,gasoline,gasoline,minivan,front,1000,3.90
Mitsubishi,Galant,mechanical,other,258000,1993,gasoline,gasoline,hatchback,front,2500,4.82
Mitsubishi,Galant,automatic,other,230000,2000,gasoline,gasoline,sedan,front,2500,3.81
Mitsubishi,Colt,mechanical,other,158000,1994,gasoline,gasoline,hatchback,front,950,2.14
Mitsubishi,Carisma,mechanical,green,350000,1998,gasoline,gasoline,sedan,front,1200,3.86
Mitsubishi,Galant,automatic,black,135000,2008,gasoline,gasoline,sedan,front,6900,0.57
Mitsubishi,Galant,mechanical,white,432167,1994,gasoline,gasoline,sedan,front,1321,0.08
Mitsubishi,Galant,automatic,blue,210000,2003,gasoline,gasoline,sedan,front,2200,4.92
Mitsubishi,Carisma,mechanical,grey,340000,1999,diesel,diesel,hatchback,front,2500,2.80
Mitsubishi,L400,mechanical,white,385000,2000,diesel,diesel,minibus,rear,2000,4.98
Mitsubishi,Lancer,mechanical,white,380000,1993,gasoline,gasoline,universal,front,1400,4.09
Mitsubishi,Colt,mechanical,silver,167000,2004,gasoline,gasoline,hatchback,front,3500,1.37
Mitsubishi,Outlander,mechanical,silver,218000,2006,gasoline,gasoline,suv,all,5800,4.52
Mitsubishi,Lancer,mechanical,red,231700,1992,gasoline,gasoline,hatchback,front,1000,2.22
Mitsubishi,Pajero Sport,mechanical,black,320540,1998,gasoline,gasoline,suv,all,4300,2.20
Mitsubishi,Galant,automatic,other,262323,2003,gasoline,gasoline,sedan,front,2500,4.93
Mitsubishi,Colt,mechanical,grey,215000,2006,gasoline,gasoline,hatchback,front,3900,2.27
Mitsubishi,Carisma,mechanical,other,395000,1996,gasoline,gasoline,hatchback,front,1450,4.88
Mitsubishi,Lancer,mechanical,red,530000,1990,gasoline,gasoline,hatchback,front,341.46,2.54
Mitsubishi,Galant,mechanical,blue,250000,1993,gasoline,gasoline,sedan,front,600,2.91
Mitsubishi,Galant,mechanical,violet,229000,2002,gasoline,gasoline,sedan,front,5500,4.35
Mitsubishi,Space Star,mechanical,green,340000,2001,diesel,diesel,hatchback,front,3300,1.39
Mitsubishi,Pajero,mechanical,silver,132000,2002,diesel,diesel,suv,all,11950,2.73
Mitsubishi,Carisma,mechanical,other,322222,1998,gasoline,gasoline,sedan,front,1620,3.82
Mitsubishi,Outlander,automatic,black,32000,2017,gasoline,gasoline,suv,all,23700,2.09
Mitsubishi,Carisma,mechanical,black,304000,1997,gasoline,gasoline,sedan,front,2371.23,4.84
Mitsubishi,Space Wagon,mechanical,blue,310000,1998,gasoline,gasoline,minivan,all,3500,3.68
Mitsubishi,Carisma,mechanical,silver,450000,1999,diesel,diesel,sedan,front,2000,4.72
Mitsubishi,Lancer,automatic,silver,278000,2006,gasoline,gasoline,sedan,front,2700,2.62
Mitsubishi,Space Star,mechanical,green,250000,2001,diesel,diesel,minivan,front,3600,1.78
Mitsubishi,Space Wagon,mechanical,grey,454427,1995,gasoline,gasoline,minivan,front,760.6,3.13
Mitsubishi,Carisma,mechanical,grey,389970,1997,gasoline,gasoline,sedan,front,845.11,3.19
Mitsubishi,Lancer,mechanical,white,336331,1991,diesel,diesel,sedan,front,576.21,1.18
Mitsubishi,Carisma,mechanical,blue,366511,1998,gasoline,gasoline,sedan,front,1060.23,0.00
Mitsubishi,Pajero Sport,mechanical,blue,317138,2002,diesel,diesel,suv,all,5208.95,2.36
Mitsubishi,Space Wagon,mechanical,blue,285807,2000,diesel,diesel,minivan,front,1690.22,3.64
Mitsubishi,Pajero Sport,automatic,white,140000,2012,diesel,diesel,suv,all,17000,2.95
Mitsubishi,Space Runner,mechanical,green,320000,1998,gasoline,gasoline,minivan,front,400,1.12
Mitsubishi,Outlander,automatic,other,217000,2008,gas,gasoline,suv,all,9100,2.80
Mitsubishi,ASX,mechanical,grey,111000,2012,gasoline,gasoline,suv,front,11450,0.13
Mitsubishi,Outlander,automatic,other,219000,2007,gasoline,gasoline,suv,all,8250,1.61
Mitsubishi,Galant,mechanical,blue,380000,1999,diesel,diesel,sedan,front,2500,4.12
Mitsubishi,ASX,mechanical,blue,140000,2012,gasoline,gasoline,suv,front,10500,4.29
Mitsubishi,ASX,automatic,blue,120000,2012,gasoline,gasoline,suv,front,11870,1.86
Mitsubishi,Lancer,mechanical,silver,200000,1994,gas,gasoline,universal,front,350,3.34
Mitsubishi,Grandis,mechanical,violet,219000,2007,gasoline,gasoline,minivan,front,8100,4.18
Mitsubishi,Pajero Sport,automatic,grey,190000,2012,diesel,diesel,suv,all,17000,2.87
Mitsubishi,Carisma,mechanical,blue,290000,1998,gasoline,gasoline,sedan,front,1950,4.67
Mitsubishi,Galant,automatic,other,305775,2000,gasoline,gasoline,sedan,front,3500,2.76
Mitsubishi,Montero,automatic,red,260000,1999,gas,gasoline,suv,rear,5400,1.02
Mitsubishi,Pajero Sport,automatic,red,260000,1999,gas,gasoline,suv,rear,5400,1.84
Mitsubishi,Pajero,mechanical,green,270000,2005,diesel,diesel,suv,all,8536.46,4.85
Mitsubishi,Lancer,mechanical,red,170000,1996,gasoline,gasoline,universal,front,650,1.01
Mitsubishi,Space Wagon,mechanical,other,300000,1994,diesel,diesel,minivan,front,1300,1.97
